order_id,order_date,customer_id,customer_name,customer_email,customer_phone,channel,region,sku,category,qty,unit_price,discount,tax,shipping_cost
ORD-2024-011462,2024-04-01T00:00:00,CUST-010414,Hayden Garcia,,503.120.8772,Online,International,BEA-003,Beauty,1.0,27.032640476464,3.9750231668447036,1.8274619295752021,15.102851463712119
ORD-2025-013913,2025-02-27T00:00:00,CUST-002604,,morgan.gonzalez1933@outlook.com,+1 415 341 2698,Retail,West,SPO-006,Sports,4.0,60.082467484362134,3.1743227784488113,19.3059203460805,9.772702442144663
ORD-2025-009705,2024-10-19T00:00:00,CUST-008287,Parker Perez,elliot.robinson2036@example.com,(206) 795-3123,Retail,West,SPO-005,Sports,2.0,125.16306764034837,0.36243941661346313,19.63837152422502,7.9066565890152285
ORD-2025-008037,2024-09-01T00:00:00,CUST-004052,,cameron.moore3233@gmail.com,503.111.9335,Social,East,TOY-013,Toys,1.0,30.212583334944345,6.510334024049772,1.9867292391460392,6.199274481460629
ORD-2024-029902,2025-04-01T00:00:00,CUST-010808,,finley.ramirez1802@gmail.com,,Wholesale,West,APP-023,Apparel,1.0,34.76386732366825,0.9265102979120674,2.609098417838889,6.150391116941586
ORD-2024-016618,2024-10-05T00:00:00,CUST-005181,Logan Garcia,riley.jones6708@outlook.com,+1 425 362 3962,Online,International,ELE-004,Electronics,2.0,81.12969659312017,1.849117180912449,13.168430559891608,17.914595572816275
ORD-2024-008800,2025-01-03T00:00:00,CUST-019704,,harper.taylor8955@example.com,+1-201-491-9038 ext 77,Online,West,BEA-012,Beauty,2.0,31.464085273092167,0.6995110220937942,4.77349303667158,7.263000404434586
ORD-2024-034140,2024-06-01T00:00:00,CUST-006409,Casey Anderson,,,Retail,International,ELE-018,Electronics,4.0,126.42057632869833,2.1627971947112608,40.75332344198033,26.668126934453255
ORD-2025-003997,2024-10-12T00:00:00,CUST-008539,,alex.anderson9933@gmail.com,(785) 362-3691,Online,South,ELE-019,Electronics,4.0,149.75742244414744,4.898495834925919,45.39949842506232,11.906216009366013
ORD-2025-011465,2025-04-12T00:00:00,CUST-006460,Jamie Miller,,425.562.3076,Online,International,SPO-020,Sports,3.0,69.61851917732233,4.392845289530513,17.009519446941862,23.34777481387269
ORD-2024-034050,2025-04-30T00:00:00,CUST-005583,Sophia Perez,emma.johnson1061@contoso.com,(415) 488-8513,Partner,East,ELE-005,Electronics,3.0,104.39991632078643,2.1148391617293605,25.197615121879366,8.510500243558678
ORD-2024-016216,2025-03-31T00:00:00,CUST-005788,Liam Thomas,hayden.moore4135@contoso.com,(646) 443-1168,Wholesale,North,SPO-010,Sports,2.0,83.64059703197478,1.3668769395337266,13.77724569013041,7.769691327480981
ORD-2025-024983,2025-04-08T00:00:00,CUST-008487,Drew Moore,,,Online,South,SPO-016,Sports,1.0,102.32449634326736,3.306639864637424,8.19333425112685,6.822999412587018
ORD-2024-033234,2025-07-27T00:00:00,CUST-001228,,,(785) 837-8491,Retail,East,ELE-021,Electronics,1.0,130.53743899367865,4.243387872235418,10.270730031049537,5.5813797741635875
ORD-2024-024068,2024-10-15T00:00:00,CUST-015292,,,785-763-6901,Email,West,BEA-022,Beauty,4.0,20.79748762470814,0.40157790310171004,6.384288771611464,9.872123198174766
ORD-2024-031034,2025-03-25T00:00:00,CUST-016870,Alex Lopez,sophia.robinson2262@example.com,(312) 135-2811,Online,East,SPO-004,Sports,4.0,83.88649935403224,1.5357164520405333,26.468608753453413,9.961054307715427
ORD-2024-015682,2024-01-13T00:00:00,CUST-004862,,skyler.robinson6886@gmail.com,,Online,North,APP-014,Apparel,3.0,51.698238588804045,2.0800731252119475,11.807901475683884,8.370783558046243
ORD-2024-021266,2025-04-25T00:00:00,CUST-014637,Jamie Garcia,alex.hernandez6772@acme.com,+1-785-501-2046 ext 57,Wholesale,International,BEA-023,Beauty,3.0,25.461532686509692,1.9038211363848667,6.128941955551278,24.720446819958624
ORD-2024-019206,2025-05-24T00:00:00,CUST-003774,,aiden.ramirez4267@yahoo.com,503.278.9377,Online,East,HOM-010,Home,2.0,73.58641749195829,4.463196717592268,11.931544647275997,7.552357494117347
ORD-2025-015689,2024-08-04T00:00:00,CUST-008717,,rowan.lopez8795@outlook.com,206.311.8722,Online,North,SPO-025,Sports,1.0,70.75686918870771,3.2198629157029033,5.220556088589692,5.663275085718526
ORD-2024-007038,2024-12-19T00:00:00,CUST-011558,,taylor.rodriguez8528@example.com,,Retail,North,SPO-004,Sports,1.0,172.14267604811465,7.537161565012088,12.805671308683017,6.206059295974407
ORD-2025-016479,2024-12-05T00:00:00,CUST-004028,,avery.jackson7391@example.com,,Online,West,HOM-009,Home,3.0,63.49975655385782,1.8056114423335217,14.393942336377606,8.432001217338339
ORD-2024-028854,2024-11-20T00:00:00,CUST-002489,,finley.wilson5704@contoso.com,+1 201 833 6954,Online,International,SPO-014,Sports,1.0,77.36142616741773,1.3246976118383014,6.380827139974529,15.674309995380465
ORD-2024-025342,2025-06-13T00:00:00,CUST-016745,Cameron Jones,sophia.smith1927@spam.test,785.727.6233,Online,West,TOY-018,Toys,2.0,31.92174485680046,7.212593547741252,4.434970111858726,7.49846270179005
ORD-2024-011382,2025-05-21T00:00:00,CUST-006327,Cameron Clark,mia.rodriguez5018@acme.com,(646) 338-8984,Online,West,BEA-008,Beauty,2.0,21.09274301541989,2.96864188683885,3.1713163469890517,7.931660298592924
ORD-2024-033800,2024-10-29T00:00:00,CUST-008282,Sawyer Ramirez,,+1-646-758-4079 ext 77,Online,South,APP-013,Apparel,3.0,44.8491948759251,1.2315611287934018,10.48391996786854,10.18931893269238
ORD-2025-006961,2025-02-01T00:00:00,CUST-001313,,mia.lee6046@contoso.com,503-729-3530,Online,East,TOY-017,Toys,3.0,57.84799557372179,0.5310842983731923,13.311354753779806,9.580238640460086
ORD-2025-022717,2024-08-13T00:00:00,CUST-012263,,parker.anderson7174@acme.com,,Retail,East,HOM-009,Home,2.0,67.2633619828115,4.817513656195951,10.25344951802352,8.047330641461876
ORD-2024-011392,2024-06-18T00:00:00,CUST-005429,Jordan Lopez,,,Wholesale,West,HOM-023,Home,1.0,55.30781283060081,7.143467042469821,3.975362252688711,6.512936516114825
ORD-2024-011886,2024-04-29T00:00:00,CUST-014014,Quinn Garcia,kai.harris1175@gmail.com,+1 206 240 2114,Online,North,SPO-013,Sports,1.0,68.91413327363648,5.33135451115255,4.920781533336888,6.47692878763333
ORD-2024-004476,2025-01-07T00:00:00,CUST-005223,,,+1 415 879 1321,Online,North,HOM-021,Home,3.0,46.82813835898901,2.248796913738257,10.704457513124572,8.667735296657545
ORD-2025-016809,2025-05-06T00:00:00,CUST-018403,Kai Smith,quinn.lee1773@example.com,(702) 454-3202,Retail,North,APP-012,Apparel,1.0,39.84542119805928,4.3050766338493665,2.8001264449613292,5.563686590606211
ORD-2024-020018,2025-08-20T00:00:00,CUST-015768,,avery.garcia7694@acme.com,+1 206 524 2778,Wholesale,South,HOM-021,Home,1.0,68.55054773546732,3.3325763094499354,5.452969336641769,6.817585711410877
ORD-2024-000768,2025-07-12T00:00:00,CUST-019556,,finley.white6668@spam.test,206.258.8461,Social,West,BEA-011,Beauty,1.0,20.048038380367014,10.994329841656134,0.6915783497808169,6.01432587048749
ORD-2025-018455,2025-07-10T00:00:00,CUST-006399,Rowan Thompson,,617-985-1584,Email,West,TOY-025,Toys,2.0,20.011534360824452,0.718281555835973,3.215303117490477,7.069658952463741
ORD-2024-023612,2025-03-31T00:00:00,CUST-014715,,ethan.martin8899@contoso.com,+1-617-385-9480 ext 19,Online,West,SPO-003,Sports,3.0,81.47435093872132,10.481472493563578,18.840725997213248,9.286014095688536
ORD-2024-004344,2025-06-21T00:00:00,CUST-004207,Parker Thomas,rowan.johnson9613@yahoo.com,,Online,West,SPO-003,Sports,1.0,102.0987728802636,1.5310132523460638,8.235445176781845,5.911303729504805
ORD-2025-015161,2024-12-15T00:00:00,CUST-006369,,,+1-503-513-2631 ext 32,Partner,West,ELE-019,Electronics,2.0,112.48836237097791,4.3426011610808235,16.984546267139685,8.056722758567558
ORD-2024-007708,2025-05-24T00:00:00,CUST-006575,Casey Williams,alex.rodriguez679@example.com,(702) 862-8400,Online,International,SPO-024,Sports,2.0,77.23474578468807,0.06349316210749337,12.96133864953888,19.343559024578468
ORD-2024-014450,2025-08-14T00:00:00,CUST-011055,,elliot.davis8005@outlook.com,201-730-9865,Online,International,HOM-014,Home,5.0,56.30413562557824,5.9798962156842075,22.84722698228067,27.01770929676217
ORD-2024-003346,2025-05-03T00:00:00,CUST-016167,Olivia Jackson,mia.rodriguez6225@gmail.com,785-116-5578,Online,North,ELE-002,Electronics,1.0,111.07189901729544,0.4554875158129128,8.792067611305033,6.315702673257917
ORD-2024-010702,2024-12-16T00:00:00,CUST-007428,Sophia Williams,kai.moore7928@acme.com,,Online,North,SPO-018,Sports,1.0,102.57310649858147,0.3841639487003491,7.994177814456,6.430536994236803
ORD-2024-031982,2024-11-08T00:00:00,CUST-001416,,drew.robinson4723@example.com,,Wholesale,West,SPO-014,Sports,3.0,56.83622615292154,4.721718600977334,13.340957218326666,8.61618014775065
ORD-2024-026322,2024-12-21T00:00:00,CUST-015497,,quinn.ramirez8542@contoso.com,,Online,West,HOM-021,Home,5.0,49.69432093543351,2.0145505740395793,19.237445050078747,12.533105929077426
ORD-2024-012244,2025-08-02T00:00:00,CUST-002511,,harper.garcia4103@spam.test,,Online,North,SPO-010,Sports,1.0,86.01373968671317,4.3971284157984085,6.686236829943783,5.673475231189487
ORD-2025-023675,2025-01-21T00:00:00,CUST-014967,Mia Lopez,,+1 646 435 2552,Email,East,ELE-003,Electronics,1.0,111.00078379158947,5.024956983442058,8.556085927723935,6.27739570345736
ORD-2025-025877,2025-05-27T00:00:00,CUST-017723,,liam.davis5988@contoso.com,,Retail,West,BEA-003,Beauty,3.0,23.85278837417976,0.33409514632011145,5.895346197676879,8.789522172687825
ORD-2024-016756,2025-03-25T00:00:00,CUST-007064,,jordan.gonzalez5683@yahoo.com,201.206.3120,Online,West,SPO-007,Sports,3.0,75.91571222490394,1.159184562512387,18.188590889478345,9.89223552688301
ORD-2025-026269,2024-06-05T00:00:00,CUST-010604,Mia White,olivia.lewis3964@yahoo.com,206.182.9614,Wholesale,International,ELE-017,Electronics,2.0,144.5110994918028,1.666330361882737,24.041932031284663,18.916722331713707
ORD-2024-003814,2025-03-15T00:00:00,CUST-018745,,,312.678.3473,Wholesale,East,SPO-001,Sports,1.0,85.97046854316685,5.204145013912728,6.743477035054542,5.4156444657259
